site_code,sst_max,sst_min,sst_median,sst_mean,sst_sd,last5_temp95,last5_temp90,last5_temp75,last5_temp25,last5_temp10,last5_temp05,region_code,region_name,decimal_latitude,decimal_longitude,region_lat_name,region_label,region_code_label
IC_MAB,20.449,11.233533333333334,16.339233333333333,15.920501086956522,2.078866119991606,18.746996666666668,18.478166666666663,17.4609,14.366616666666669,12.815339999999999,12.188716666666666,BC_IC,BC_IC,50.1178255,-125.225831,6,"Inner Coast, British Columbia","Inner Coast, British Columbia"
IC_OPB,20.514941176470582,11.271764705882353,16.383088235294117,15.954047794117647,2.087810072651726,18.829338235294117,18.526905882352942,17.503500000000003,14.392382352941176,12.853894117647059,12.201564705882351,BC_IC,BC_IC,50.137183125,-125.21423375,6,"Inner Coast, British Columbia","Inner Coast, British Columbia"
IC_SHS,21.0765,11.550142857142855,16.963142857142856,16.628266692546585,2.116204735503043,19.390689285714288,19.12857142857143,18.393874999999998,15.031125,13.570407142857142,12.880675,BC_IC,BC_IC,50.091105,-125.04424575,6,"Inner Coast, British Columbia","Inner Coast, British Columbia"
IC_SMB,21.2705,11.63011111111111,17.322166666666668,16.890826086956523,2.147186935593228,19.807672222222223,19.414255555555556,18.704680555555555,15.296847222222222,13.816394444444445,13.047066666666666,BC_IC,BC_IC,50.035924,-124.99510075,6,"Inner Coast, British Columbia","Inner Coast, British Columbia"
JN_AN,16.093444444444444,7.387222222222222,13.122,12.639112016908213,1.9875524349567932,15.399388888888886,14.972977777777777,14.093722222222222,11.308055555555557,9.602966666666667,8.73501111111111,AK_JN,AK_JN,58.3810730625,-134.694368,1,"Juneau Region, Alaska","Juneau Region, Alaska"
JN_BC,16.0995,7.3865,13.125666666666666,12.62564311594203,1.9901437515999716,15.38945,14.931133333333333,14.075166666666664,11.29,9.5967,8.716016666666667,AK_JN,AK_JN,58.385519775,-134.649318925,1,"Juneau Region, Alaska","Juneau Region, Alaska"
JN_EC,16.353,7.551,13.149249999999999,12.805801630434782,1.997687343435573,15.645475000000001,15.155700000000001,14.299625,11.501625,9.751,9.173,AK_JN,AK_JN,58.6628818,-134.91603005,1,"Juneau Region, Alaska","Juneau Region, Alaska"
JN_FC,16.1045,7.390888888888888,13.086500000000001,12.57119806763285,1.9812136016990176,15.363461111111107,14.86023888888889,14.01436111111111,11.190861111111111,9.573877777777778,8.650327777777777,AK_JN,AK_JN,58.331876375,-134.60853895,1,"Juneau Region, Alaska","Juneau Region, Alaska"
JN_SB,16.30925,7.518,13.142125,12.785127717391305,1.9856794188224947,15.574068749999999,15.0979125,14.27546875,11.4314375,9.7217,9.13035,AK_JN,AK_JN,58.62645875,-134.9406095,1,"Juneau Region, Alaska","Juneau Region, Alaska"
LA_AB,22.86275,15.919,19.93475,19.78985461956522,1.2901563758081993,21.8245625,21.48185,20.5973125,19.0835625,17.8685,17.368612499999998,CA_LA,CA_LA,33.756244,-118.131132933333,16,"Los Angeles, California","Los Angeles, California"
LA_JD,22.89276923076923,15.929923076923076,19.93111538461538,19.791351588628764,1.2921955959293183,21.843034615384614,21.487746153846153,20.586557692307693,19.087596153846153,17.82049230769231,17.363792307692307,CA_LA,CA_LA,33.7618821,-118.119927325,16,"Los Angeles, California","Los Angeles, California"
LA_LN,23.329500000000003,16.558,20.2145,20.135009510869565,1.4350140480250326,22.29865,22.0165,21.11425,19.192125,18.16835,17.534074999999998,CA_LA,CA_LA,33.6021545,-117.8826474,16,"Los Angeles, California","Los Angeles, California"
LA_MS,22.780666666666665,15.908,19.929388888888887,19.78782095410628,1.2881722856966364,21.81869444444444,21.468033333333334,20.603305555555558,19.083861111111112,17.864977777777778,17.371077777777778,CA_LA,CA_LA,33.7680093197464,-118.128454521235,16,"Los Angeles, California","Los Angeles, California"
LA_SP,22.16557142857143,15.684,19.899428571428572,19.74929891304348,1.2752584427062765,21.604935714285716,21.291671428571426,20.708785714285714,19.002142857142857,17.638157142857146,17.447257142857143,CA_LA,CA_LA,33.713624,-118.283817,16,"Los Angeles, California","Los Angeles, California"
LA_UN,23.345777777777776,16.502666666666666,20.170111111111112,20.09267270531401,1.4220458654106123,22.286927777777777,21.97447777777778,21.01072222222222,19.110833333333332,18.137377777777775,17.519233333333332,CA_LA,CA_LA,33.6212996,-117.89928125,16,"Los Angeles, California","Los Angeles, California"
MB_CB,17.32025,12.0545,14.530750000000001,14.657993885869566,1.1127479726072456,16.619912499999998,16.354625000000002,15.424937500000002,13.836374999999999,13.395975,12.9580625,CA_MB,CA_MB,35.372155,-120.86014,15,"Morro Bay, California","Morro Bay, California"
MB_TP,17.322333333333333,12.093333333333332,14.544,14.663788043478261,1.1082207377205742,16.60415,16.359333333333336,15.431666666666667,13.849083333333333,13.3938,12.969750000000001,CA_MB,CA_MB,35.3604406666667,-120.851953,15,"Morro Bay, California","Morro Bay, California"
NC_B,17.398666666666667,9.263333333333334,13.376666666666665,13.32759329710145,1.6812526116810491,16.21543333333333,15.619366666666668,14.369166666666668,11.969999999999999,11.2833,10.892199999999999,CA_NCa,CA_NC,38.3339,-123.0595,13,"Bodega Bay, California","Bodega Bay, California"
NC_BL,17.533,9.223,13.635,13.62422554347826,1.65258763182823,16.40315,15.9479,14.652750000000001,12.386,11.575800000000001,11.1822,CA_NCa,CA_NC,38.184255,-122.9194,13,"Bodega Bay, California","Bodega Bay, California"
NC_D,17.408,9.2386,13.3666,13.364220652173913,1.678572273119209,16.239939999999997,15.72556,14.41795,12.025400000000001,11.3359,10.94636,CA_NCa,CA_NC,38.30995,-123.059,13,"Bodega Bay, California","Bodega Bay, California"
NC_DE,17.407,9.352,13.677,13.67072554347826,1.6001602519201992,16.33895,15.841000000000001,14.654,12.53325,11.738299999999999,11.2382,CA_NCc,CA_NC,38.06559,-122.93522,13,"Bodega Bay, California","San Francisco Bay 2, California"
NC_E,17.4895,9.563,13.95425,13.90269429347826,1.5864057612714157,16.446049999999996,16.02045,15.008125,12.842125000000001,11.82635,11.388550000000002,CA_NCa,CA_NC,38.10503,-122.8484,13,"Bodega Bay, California","Bodega Bay, California"
NC_NC,17.545,9.21,13.6265,13.598635869565218,1.6636684910084025,16.406799999999997,15.9209,14.63575,12.33075,11.562899999999999,11.11515,CA_NCa,CA_NC,38.2054146428571,-122.926506071429,13,"Bodega Bay, California","Bodega Bay, California"
NC_PM,19.974888888888888,10.467222222222222,17.072722222222225,16.695396739130434,2.080594960789409,19.311044444444445,18.831155555555558,18.164638888888888,15.864194444444445,13.236877777777778,12.421466666666667,CA_NCb,CA_SF,37.9461065,-122.41917,14,"San Francisco Bay, California","San Francisco Bay 1, California"
NC_PS,20.119833333333332,10.43325,17.148958333333333,16.7666727807971,2.148210016607014,19.472479166666666,18.987983333333332,18.307375,15.869729166666668,13.194791666666667,12.372808333333335,CA_NCb,CA_SF,37.9725825,-122.4214625,14,"San Francisco Bay, California","San Francisco Bay 1, California"
NC_RB,19.249,10.4555,16.525666666666666,16.1216259057971,1.8091655473578643,18.455233333333332,18.056116666666668,17.405208333333334,15.261916666666668,13.269483333333332,12.307083333333335,CA_NCb,CA_SF,37.8724225,-122.489055,14,"San Francisco Bay, California","San Francisco Bay 1, California"
NC_WP,17.45,9.243,13.4255,13.403944293478261,1.6833678631517661,16.265725,15.7228,14.47025,12.07475,11.3932,10.957275000000001,CA_NCa,CA_NC,38.31916025,-123.052735,13,"Bodega Bay, California","Bodega Bay, California"
NV_BI,17.205333333333336,10.179333333333332,13.129166666666666,13.155836050724638,1.5781429759341585,15.624941666666665,15.353383333333333,14.216249999999999,11.972041666666666,10.99745,10.6788,BC_NV,BC_NV,50.488348975,-128.0457531325,5,"North Vancouver Island, British Columbia","North Vancouver Island, British Columbia"
NV_JL,16.046,9.613,12.7658,12.869666847826087,1.539653471677602,15.54116,15.1507,14.031150000000002,11.7353,10.781500000000001,10.49193,BC_NV,BC_NV,50.4440990666667,-127.501391933333,5,"North Vancouver Island, British Columbia","North Vancouver Island, British Columbia"
NV_KB,16.8219,9.9205,12.989350000000002,13.067354619565217,1.541884446675426,15.553334999999999,15.3721,14.160575000000001,11.940150000000001,10.888,10.605955,BC_NV,BC_NV,50.4971572,-127.8555162,5,"North Vancouver Island, British Columbia","North Vancouver Island, British Columbia"
NV_KC,16.076999999999998,9.6366,12.7466,12.859673913043478,1.5362998970593391,15.48005,15.05904,14.055399999999999,11.734,10.768920000000001,10.48328,BC_NV,BC_NV,50.52238825,-127.57589065,5,"North Vancouver Island, British Columbia","North Vancouver Island, British Columbia"
NV_PC,16.109866666666665,9.571466666666666,12.8475,12.91228713768116,1.5321175508113292,15.529013333333332,15.103953333333333,14.11845,11.793666666666667,10.846546666666667,10.53188,BC_NV,BC_NV,50.5181539125,-127.65494901875,5,"North Vancouver Island, British Columbia","North Vancouver Island, British Columbia"
PP_C,17.1034,10.760866666666669,14.346900000000002,14.191652173913043,1.4588638812686898,16.416106666666664,16.1858,15.1583,13.195,12.06786,11.697209999999998,BC_PP,BC_PP,48.88829575,-125.379820833325,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_E,17.14535294117647,10.772647058823528,14.357264705882354,14.243075767263427,1.436586492336726,16.44500294117647,16.19871764705882,15.300720588235293,13.200985294117647,12.157317647058823,11.811938235294118,BC_PP,BC_PP,48.877066666675,-125.30529575,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_EB,17.662,10.6234375,14.16703125,14.016290760869564,1.6479633060889627,16.536478125,16.1853375,15.220234374999999,12.750265625,11.750093750000001,11.233721875,BC_PP,BC_PP,49.195217,-125.9433,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_G,17.317933333333333,10.829133333333331,14.507533333333333,14.402430797101449,1.447339599092428,16.70493333333333,16.367153333333334,15.45015,13.391616666666666,12.320446666666665,11.97297,BC_PP,BC_PP,48.9123,-125.260333,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_HI,17.375714285714285,10.894071428571428,14.559750000000001,14.44936102484472,1.4773424808950366,16.768271428571428,16.440092857142858,15.480392857142856,13.403607142857144,12.278078571428571,11.96664642857143,BC_PP,BC_PP,48.95144225,-125.31274625,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_JJ,17.36433333333333,10.848333333333333,14.512766666666666,14.415388949275362,1.4565966927946634,16.722486666666665,16.396226666666664,15.4622,13.389783333333334,12.304446666666669,11.958656666666666,BC_PP,BC_PP,48.9222545,-125.279333666675,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_K,17.6277,10.7722,14.2347,14.158758695652175,1.6186340002578299,16.663405,16.273110000000003,15.340775,13.066624999999998,11.80704,11.339405,BC_PP,BC_PP,49.104117,-125.748433,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_M,17.659,10.71661111111111,14.213916666666666,14.071743508454107,1.6375768259203387,16.5489,16.215244444444444,15.255805555555556,12.833833333333335,11.76895,11.309258333333334,BC_PP,BC_PP,49.1844,-125.884767,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_MB,17.425272727272727,10.926272727272726,14.608090909090908,14.496806324110672,1.4916355003977273,16.833722727272725,16.502972727272727,15.551772727272725,13.435159090909089,12.298863636363635,12.012845454545452,BC_PP,BC_PP,48.9742134444333,-125.310962333333,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_MI,17.682375,10.739125,14.1990625,14.102425611413043,1.6343780529101684,16.5705875,16.240550000000002,15.280812500000001,12.939,11.760087500000001,11.300118750000001,BC_PP,BC_PP,49.1213,-125.825617,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_O,17.6934,10.625933333333332,14.196733333333333,14.02969293478261,1.6488779565444396,16.52988,16.19178,15.224183333333334,12.771499999999998,11.74222,11.24475,BC_PP,BC_PP,49.171917,-125.915683,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_S,17.6378125,10.74875,14.245093749999999,14.104266134510869,1.6305330882083071,16.578006249999998,16.24601875,15.27675,12.89521875,11.788725000000001,11.33866875,BC_PP,BC_PP,49.19295,-125.862383,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PP_SI,17.432266666666667,10.946933333333332,14.618566666666666,14.487176086956522,1.5035433631754227,16.84421,16.4951,15.526016666666667,13.452833333333333,12.241733333333332,11.958290000000002,BC_PP,BC_PP,48.992217,-125.346867,7,"Pacific Rim Park, British Columbia","Pacific Rim Park, British Columbia"
PS_BB,19.41725,10.84725,14.854125,14.765143682065217,1.844673351215079,18.0078,17.467925,15.813125,13.260187499999999,12.159862500000001,11.79110625,WA_PSa,WA_PS,48.728286665,-122.506188055,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
PS_BH,18.487928571428572,10.074928571428572,14.24617857142857,14.131717779503106,1.8377586882337422,17.32852857142857,16.77252142857143,15.293142857142856,12.773053571428573,11.67995,11.095267857142856,WA_PSb,WA_PS,48.6917997,-122.95277645,8,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington"
PS_BP,19.41725,10.84725,14.854125,14.765143682065217,1.844673351215079,18.0078,17.467925,15.813125,13.260187499999999,12.159862500000001,11.79110625,WA_PSa,WA_PS,48.728233,-122.506733,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
PS_BV,18.57525,10.298125,13.531812500000001,13.661527513586956,1.7953718487606802,17.103693749999998,16.226425,14.64603125,12.3385625,11.4320625,10.9349125,WA_PSa,WA_PS,48.48575823,-122.482358641675,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
PS_FB,17.506235294117648,9.523176470588234,12.5195,12.674313778772378,1.6605445061453987,15.714214705882352,15.126417647058823,13.625573529411767,11.386529411764707,10.561094117647057,10.20861176470588,WA_PSb,WA_PS,48.482629825,-123.0742029,8,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington"
PS_FJ,17.54607142857143,9.518714285714283,12.468428571428571,12.652446428571428,1.661802455452548,15.75845,15.137957142857143,13.61480357142857,11.345214285714285,10.585542857142855,10.216225,WA_PSb,WA_PS,48.468704175,-123.002191875,8,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington"
PS_IC,17.827625,9.8994375,13.09234375,13.234662873641305,1.746534740694881,16.491625,15.767293750000002,14.185312499999998,11.916828125,10.90298125,10.52130625,WA_PSb,WA_PS,48.56302955,-122.935074425,8,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington"
PS_NC,18.50075,10.0823125,14.4434375,14.276893851902173,1.8430999153075038,17.355693749999997,16.828374999999998,15.499625,12.91946875,11.73303125,11.14868125,WA_PSb,WA_PS,48.70442085,-123.04,8,"Puget Sound & Padilla Bay, Washington","San Juan Islands, Washington"
PS_SH,18.207,10.003875,13.1931875,13.283321331521739,1.805781321747514,16.672112499999997,16.0538125,14.229906249999999,11.98209375,10.831,10.49443125,WA_PSa,WA_PS,48.5049834175,-122.6720722775,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
PS_SP,18.187727272727273,9.98981818181818,13.173318181818182,13.25971837944664,1.8069916290634929,16.655340909090906,16.040963636363635,14.198886363636364,11.963477272727271,10.802,10.477781818181818,WA_PSa,WA_PS,48.5092333333,-122.6861,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
PS_YB,18.3908,10.1833,13.424700000000001,13.50347527173913,1.8046866976389009,16.88901,16.2636,14.473075,12.169575,11.0944,10.69569,WA_PSa,WA_PS,48.5239166667,-122.6215166667,8,"Puget Sound & Padilla Bay, Washington","Padilla Bay, Washington"
SD_CI,23.829666666666668,16.90233333333333,21.089166666666667,20.72771739130435,1.619593331654253,23.15918333333333,22.6834,21.81575,19.706916666666665,18.146833333333333,17.592,CA_SD,CA_SD,32.7005,-117.17312,17,"San Diego region, California","San Diego region, California"
SD_FI,23.7735,16.798499999999997,21.148375,20.777597826086957,1.6056573355371304,23.160912500000002,22.725275000000003,21.891625,19.7014375,18.400375,17.590449999999997,CA_SD,CA_SD,32.7777246666667,-117.223909333333,17,"San Diego region, California","San Diego region, California"
SD_KF,23.792,16.7498,21.1704,20.79855543478261,1.6053573582906064,23.1781,22.72324,21.89315,19.71025,18.42534,17.591639999999998,CA_SD,CA_SD,32.795375,-117.229336,17,"San Diego region, California","San Diego region, California"
SD_SDL,23.8706,16.6096,21.367600000000003,20.93743097826087,1.6325692281008548,23.191765000000004,22.82781,22.14665,19.74205,18.66871,17.768525,CA_SD,CA_SD,32.9708305,-117.2517205,17,"San Diego region, California","San Diego region, California"
SD_SI,23.75825,16.8985,21.0825,20.714532608695652,1.6150757054565947,23.070875,22.655324999999998,21.852375000000002,19.718062500000002,18.15965,17.5641375,CA_SD,CA_SD,32.714169,-117.225225666667,17,"San Diego region, California","San Diego region, California"
SE_GK,15.44825,8.812375,12.9186875,12.606831182065218,1.5807300248884324,14.770618749999999,14.301156250000002,13.768718750000001,11.635484375,10.12695,9.357096875,AK_SE,AK_SE,55.7402015,-133.3119625,2,Southeast Alaska,Southeast Alaska
SE_NS,15.46205882352941,8.80235294117647,12.905029411764705,12.604762787723784,1.5805893567482645,14.77206470588235,14.315170588235294,13.784367647058822,11.632926470588234,10.087617647058824,9.392567647058822,AK_SE,AK_SE,55.708296,-133.341115,2,Southeast Alaska,Southeast Alaska
SE_SH,15.824529411764706,9.171411764705882,13.333205882352942,12.943755434782608,1.642295771446585,15.213070588235293,14.769982352941174,14.131014705882354,11.881882352941176,10.296982352941177,9.887017647058824,AK_SE,AK_SE,55.5986045,-133.161292,2,Southeast Alaska,Southeast Alaska
WB_BC,20.343875,12.661875,16.093874999999997,16.06306793478261,1.7206374649831457,18.84538125,18.393974999999998,17.24275,14.75146875,13.7518,13.442812499999999,WA_WB,WA_WB,46.6154695238095,-123.944667619048,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_CO,20.18523076923077,12.58253846153846,15.895192307692307,15.865998536789297,1.6556346724336115,18.64659230769231,18.066853846153844,16.892692307692307,14.562846153846152,13.646138461538461,13.26863846153846,WA_WB,WA_WB,46.6722,-123.94543,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_DP,17.974454545454545,10.831909090909091,14.217272727272725,14.399318428853755,1.3459019979639804,16.891572727272724,16.317272727272726,15.315999999999999,13.513727272727273,12.742963636363635,12.461486363636364,WA_WB,WA_WB,46.995355000000004,-124.1272775,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_PA,20.978833333333338,12.7535,16.234166666666667,16.243565217391303,1.8082041601309342,19.14245833333333,18.7342,17.355249999999998,14.794875000000001,13.880633333333332,13.435925000000001,WA_WB,WA_WB,46.4954275,-124.0263025,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_SB,18.435153846153845,11.48853846153846,14.729115384615383,14.84490614548495,1.3852956906420533,17.35397692307692,16.8875,15.785076923076922,13.822499999999998,13.017938461538462,12.716873076923076,WA_WB,WA_WB,46.879095,-124.07972,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_SP,20.2751,12.5819,15.87805,15.848467119565218,1.6469247873981518,18.630319999999998,18.02968,16.887075,14.591,13.67848,13.2642,WA_WB,WA_WB,46.6802,-123.9204,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_ST,20.325545454545455,12.626909090909091,16.100727272727273,16.011151432806322,1.7051813838489156,18.77552272727273,18.29356363636364,17.142068181818182,14.540590909090913,13.686254545454545,13.330245454545455,WA_WB,WA_WB,46.59383,-124.02369,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_WP,18.399818181818183,11.434272727272727,14.690000000000001,14.808845355731226,1.378289243549391,17.30885909090909,16.8556,15.763818181818182,13.807681818181818,12.996572727272728,12.71442272727273,WA_WB,WA_WB,46.89035,-124.08561,9,"Willapa Bay, Washington","Willapa Bay, Washington"
WB_WR,20.2914,12.5816,15.882950000000001,15.833282065217391,1.6392468481968308,18.619895,18.000809999999998,16.86935,14.5652,13.65474,13.266460000000002,WA_WB,WA_WB,46.6905566666667,-123.90643,9,"Willapa Bay, Washington","Willapa Bay, Washington"
YB_F,16.278624999999998,9.46175,12.79375,12.87351120923913,1.4446990745632702,15.1960125,14.871312500000002,13.825531250000001,11.7910625,11.0542625,10.4920875,OR_YB,OR_YB,44.6238,-124.0589,10,"Yaquina Bay, Oregon","Yaquina Bay, Oregon"
YB_IF,16.1744,9.3292,12.704,12.770503804347825,1.4473421481931772,15.130539999999996,14.76622,13.77405,11.6873,10.97484,10.445509999999999,OR_YB,OR_YB,44.618267,-124.030144333333,10,"Yaquina Bay, Oregon","Yaquina Bay, Oregon"
YB_SBN,16.1744,9.3292,12.704,12.770503804347825,1.4473421481931772,15.130539999999996,14.76622,13.77405,11.6873,10.97484,10.445509999999999,OR_YB,OR_YB,44.6228154375,-124.0238329375,10,"Yaquina Bay, Oregon","Yaquina Bay, Oregon"
YB_SBS,16.16425,9.31675,12.687375,12.760712635869565,1.4476715465907877,15.128762499999997,14.755825000000002,13.765062499999999,11.680187499999999,10.964749999999999,10.445337499999999,OR_YB,OR_YB,44.612145,-124.013467,10,"Yaquina Bay, Oregon","Yaquina Bay, Oregon"
